內文,內文_清理後,內文_斷詞後,手動標註
送物資幹嘛 他們買得起好嗎...,送物資幹嘛他們買得起好嗎,送物資幹嘛買得起好嗎,0
-1 怎麼不去聲援華隆？,1怎麼不去聲援華隆？,1怎麼不去聲援華隆？,0
林背036啦,林背036啦,林背036啦,0
工具人當不膩逆？,工具人當不膩逆？,工具人當不膩逆？,0
沒有耶..,沒有耶,沒有耶,0
支持各行各業組工會*勿把勞工當奴工!~by國道收費員自救會,支持各行各業組工會勿把勞工當奴工by國道收費員自救會,支持各行各業組工會勿把勞工當奴工by國道收費員自救會,0
關場工人你有去聲援?,關場工人你有去聲援,關場工人有去聲援,0
有人覺醒慢 不需要譴責 現在跟以後都站出來就對了!,有人覺醒慢不需要譴責現在跟以後都站出來就對了,有人覺醒慢不需要譴責現在跟以後都站出來就對了,0
-1 肥宅我去了會被嫌臭QQ,1肥宅我去了會被嫌臭QQ,1肥宅去了會被嫌臭QQ,0
-1外縣市,1外縣市,1外縣市,0
去現場支持霸工能認識美麗的空姐嗎，聯誼的機會,去現場支持霸工能認識美麗的空姐嗎，聯誼的機會,去現場支持霸工能認識美麗的空姐嗎，聯誼的機會,0
幻想 -1,幻想1,幻想1,0
-1 但華隆抗爭時有去現場看過...路過,1但華隆抗爭時有去現場看過路過,1但華隆抗爭時有去現場看過路過,0
"支持罷工,這種天氣,哭哭,空姐我來照顧你下輩子",支持罷工這種天氣哭哭空姐我來照顧你下輩子,支持罷工種天氣哭哭空姐來照顧下輩子,0
不離不棄 是我兄弟,不離不棄是我兄弟,不離不棄是兄弟,0
-1 這群人爭的到 等還有華隆那種再說,1這群人爭的到等還有華隆那種再說,1群人爭的到等還有華隆種再說,0
只會有更多這種文吧QQ,只會有更多這種文吧QQ,只會有更多種文吧QQ,0
基本上不會拖過這週末 華航換人是真的來做事,基本上不會拖過這週末華航換人是真的來做事,基本上不會拖過週末華航換人是真的來做事,0
現在就去了zzz,現在就去了zzz,現在就去了zzz,0
QwQ快點決定啦,QwQ快點決定啦,QwQ快點決定啦,0
我選擇死亡,我選擇死亡,選擇死亡,0
邊當肥宅邊當龍騎士,邊當肥宅邊當龍騎士,邊當肥宅邊當龍騎士,0
(づ′・ω・）づ 因為現代無法創新ㄌ,）因為現代無法創新,）因為現代無法創新,0
你都會了幹嘛還要教,你都會了幹嘛還要教,都會了幹嘛還要教,0
KomicaWiki一堆成句 應該要列入文化基本教材!!!,KomicaWiki一堆成句應該要列入文化基本教材,KomicaWiki一堆成句應該要列入文化基本教材,0
現代成語還不被承認阿,現代成語還不被承認阿,現代成語還不被承認阿,0
有啊杜部長的三隻小豬 然後就被罵到臭頭了啊,有啊杜部長的三隻小豬然後就被罵到臭頭了啊,有啊杜部長的三隻小豬然後就被罵到臭頭了啊,0
最新成語：萬安演惜,最新成語：萬安演惜,最新成語：萬安演惜,0
跟三民主義一樣可以教啊 但是聯考不考 學校就不會列課了,跟三民主義一樣可以教啊但是聯考不考學校就不會列課了,跟三民主義一樣可以教啊但是聯考不考學校就不會列課了,0
(づ′・ω・）づ 在coding 別吵,）在coding別吵,）在coding別吵,0
值班中 沒空,值班中沒空,值班中沒空,0
喔~!!!!!!!,喔,喔,0
肥宅工會 工具人工會 回收工會,肥宅工會工具人工會回收工會,肥宅工會工具人工會回收工會,0
投資有賺有賠，請小心投資。,投資有賺有賠，請小心投資。,投資有賺有賠，請小心投資。,0
任何投資都是有風險的，請謹慎投資。,任何投資都是有風險的，請謹慎投資。,任何投資都是有風險的，請謹慎投資。,0
不應該把投資視為一切請依照自身能力決定。,不應該把投資視為一切請依照自身能力決定。,不應該把投資視為一切請依照能力決定。,0
你好，今天過得怎麼樣？,你好，今天過得怎麼樣？,好，今天過得怎麼樣？,0
你好，請問我可以幫你什麼忙嗎？,你好，請問我可以幫你什麼忙嗎？,好，請問可以幫忙嗎？,0
你好，很高興認識你！,你好，很高興認識你！,好，很高興認識！,0
你好，這裡有什麼需要我注意的嗎？,你好，這裡有什麼需要我注意的嗎？,好，這裡有需要注意的嗎？,0
你好，這是今天的會議議程。,你好，這是今天的會議議程。,好，是今天的會議議程。,0
你好，謝謝你撥時間與我討論。,你好，謝謝你撥時間與我討論。,好，謝謝撥時間與討論。,0
你好，最近工作順利嗎？,你好，最近工作順利嗎？,好，最近工作順利嗎？,0
你好，我有幾個問題想請教你。,你好，我有幾個問題想請教你。,好，有幾個問題想請教。,0
你好，想請問你對這個項目的看法。,你好，想請問你對這個項目的看法。,好，想請問對個項目的看法。,0
你好，這是我的聯絡方式。,你好，這是我的聯絡方式。,好，是的聯絡方式。,0
你好，我剛剛收到你的訊息了。,你好，我剛剛收到你的訊息了。,好，剛剛收到的訊息了。,0
你好，這週末有什麼計畫嗎？,你好，這週末有什麼計畫嗎？,好，週末有計畫嗎？,0
你好，我想了解一下你的需求。,你好，我想了解一下你的需求。,好，想了解一下的需求。,0
你好，今天的天氣真不錯啊！,你好，今天的天氣真不錯啊！,好，今天的天氣真不錯啊！,0
你好，請問這份文件你有收到嗎？,你好，請問這份文件你有收到嗎？,好，請問份文件有收到嗎？,0
你好，方便的話我們可以安排一次會議嗎？,你好，方便的話我們可以安排一次會議嗎？,好，方便的話可以安排一次會議嗎？,0
你好，我對這個專案非常感興趣。,你好，我對這個專案非常感興趣。,好，對個專案非常感興趣。,0
你好，我們是否有需要更新的事項？,你好，我們是否有需要更新的事項？,好，是否有需要更新的事項？,0
你好，能和我分享一下你的經驗嗎？,你好，能和我分享一下你的經驗嗎？,好，能和分享一下的經驗嗎？,0
你好，這個問題你之前有遇到過嗎？,你好，這個問題你之前有遇到過嗎？,好，個問題之前有遇到過嗎？,0
今天天氣很好,今天天氣很好,今天天氣很好,0
我喜歡吃蘋果,我喜歡吃蘋果,喜歡吃蘋果,0
明天有個會議,明天有個會議,明天有個會議,0
你要去哪裡?,你要去哪裡,要去哪裡,0
你好，你最近好嗎?,你好，你最近好嗎,好，最近好嗎,0
我很好，謝謝。你呢?,我很好，謝謝。你呢,很好，謝謝。呢,0
我也不錯，最近在忙什麼?,我也不錯，最近在忙什麼,也不錯，最近在忙,0
最近在準備一個新的項目，有點忙。,最近在準備一個新的項目，有點忙。,最近在準備一個新的項目，有點忙。,0
聽起來很有趣，什麼項目?,聽起來很有趣，什麼項目,聽起來很有趣，項目,0
是一個有關環保的項目，希望能對環境保護有所幫助。,是一個有關環保的項目，希望能對環境保護有所幫助。,是一個有關環保的項目，希望能對環境保護有所幫助。,0
真棒！有需要我幫忙的地方嗎?,真棒！有需要我幫忙的地方嗎,真棒！有需要幫忙的地方嗎,0
目前還好，不過如果有需要的話會找你。謝謝！,目前還好，不過如果有需要的話會找你。謝謝！,目前還好，不過如果有需要的話會找。謝謝！,0
沒問題，隨時告訴我。那我們週末要不要一起去看電影?,沒問題，隨時告訴我。那我們週末要不要一起去看電影,沒問題，隨時告訴。那週末要不要一起去看電影,0
好啊，我們可以去看那部新上映的電影。,好啊，我們可以去看那部新上映的電影。,好啊，可以去看部新上映的電影。,0
太好了，那就這麼定了！,太好了，那就這麼定了！,太好了，就這麼定了！,0
好，那我們週末見。,好，那我們週末見。,好，那週末見。,0
好的，週末見！再見！,好的，週末見！再見！,好的，週末見！再見！,0
再見！,再見！,再見！,0
你好，你最近好嗎?,你好，你最近好嗎,好，最近好嗎,0
我很好，謝謝。你呢?,我很好，謝謝。你呢,很好，謝謝。呢,0
我也不錯，最近在忙什麼?,我也不錯，最近在忙什麼,也不錯，最近在忙,0
最近在準備一個新的項目，有點忙。,最近在準備一個新的項目，有點忙。,最近在準備一個新的項目，有點忙。,0
聽起來很有趣，什麼項目?,聽起來很有趣，什麼項目,聽起來很有趣，項目,0
是一個有關環保的項目，希望能對環境保護有所幫助。,是一個有關環保的項目，希望能對環境保護有所幫助。,是一個有關環保的項目，希望能對環境保護有所幫助。,0
真棒！有需要我幫忙的地方嗎?,真棒！有需要我幫忙的地方嗎,真棒！有需要幫忙的地方嗎,0
目前還好，不過如果有需要的話會找你。謝謝！,目前還好，不過如果有需要的話會找你。謝謝！,目前還好，不過如果有需要的話會找。謝謝！,0
沒問題，隨時告訴我。那我們週末要不要一起去看電影?,沒問題，隨時告訴我。那我們週末要不要一起去看電影,沒問題，隨時告訴。那週末要不要一起去看電影,0
好啊，我們可以去看那部新上映的電影。,好啊，我們可以去看那部新上映的電影。,好啊，可以去看部新上映的電影。,0
太好了，那就這麼定了！,太好了，那就這麼定了！,太好了，就這麼定了！,0
好，那我們週末見。,好，那我們週末見。,好，那週末見。,0
好的，週末見！再見！,好的，週末見！再見！,好的，週末見！再見！,0
再見！,再見！,再見！,0
你好，現在方便接電話嗎?,你好，現在方便接電話嗎,好，現在方便接電話嗎,0
方便的，什麼事?,方便的，什麼事,方便的，事,0
想問你下週的行程怎麼安排的?,想問你下週的行程怎麼安排的,想問下週的行程怎麼安排的,0
下週比較忙，不過可以安排在週五下午。,下週比較忙，不過可以安排在週五下午。,下週比較忙，不過可以安排在週五下午。,0
好的，那我們週五見。,好的，那我們週五見。,好的，週五見。,0
行，那麼週五見。,行，那麼週五見。,行，那麼週五見。,0
你今天吃什麼午飯了?,你今天吃什麼午飯了,今天吃午飯了,0
吃了一份沙拉，你呢?,吃了一份沙拉，你呢,吃了一份沙拉，呢,0
我吃了個三明治。,我吃了個三明治。,吃了個三明治。,0
週末有什麼計劃嗎?,週末有什麼計劃嗎,週末有計劃嗎,0
打算去郊遊，你呢?,打算去郊遊，你呢,打算去郊遊，呢,0
我可能會在家裡休息一下。,我可能會在家裡休息一下。,可能會在家裡休息一下。,0
你最近在看什麼電視劇嗎?,你最近在看什麼電視劇嗎,最近在看電視劇嗎,0
在看一部偵探劇，很有意思。,在看一部偵探劇，很有意思。,在看一部偵探劇，很有意思。,0
聽起來不錯，哪部劇?,聽起來不錯，哪部劇,聽起來不錯，部劇,0
《名偵探柯南》，你有看過嗎?,《名偵探柯南》，你有看過嗎,《名偵探柯南》，有看過嗎,0
有啊，我也很喜歡看這部劇。,有啊，我也很喜歡看這部劇。,有啊，也很喜歡看部劇。,0
今天天氣真好，你有沒有出門?,今天天氣真好，你有沒有出門,今天天氣真好，有沒有出門,0
有啊，去公園散步了。,有啊，去公園散步了。,有啊，去公園散步了。,0
那真不錯，我今天在家裡做了些清掃。,那真不錯，我今天在家裡做了些清掃。,真不錯，今天在家裡做了些清掃。,0
你喜歡吃什麼水果?,你喜歡吃什麼水果,喜歡吃水果,0
我喜歡吃蘋果和香蕉，你呢?,我喜歡吃蘋果和香蕉，你呢,喜歡吃蘋果和香蕉，呢,0
我比較喜歡橙子和葡萄。,我比較喜歡橙子和葡萄。,比較喜歡橙子和葡萄。,0
你看過那部新電影了嗎?,你看過那部新電影了嗎,看過部新電影了嗎,0
還沒有，不過聽說評價很好。,還沒有，不過聽說評價很好。,還沒有，不過聽說評價很好。,0
有機會我們一起去看吧。,有機會我們一起去看吧。,有機會一起去看吧。,0
好的，約個時間一起去。,好的，約個時間一起去。,好的，約個時間一起去。,0
最近有什麼好書推薦嗎?,最近有什麼好書推薦嗎,最近有好書推薦嗎,0
我最近在看一本小說，叫《百年孤獨》，很推薦。,我最近在看一本小說，叫《百年孤獨》，很推薦。,最近在看一本小說，叫《百年孤獨》，很推薦。,0
聽起來很不錯，我也來看看。,聽起來很不錯，我也來看看。,聽起來很不錯，也來看看。,0
你週末有沒有興趣去爬山?,你週末有沒有興趣去爬山,週末有沒有興趣去爬山,0
不錯的主意，我們可以組織一下。,不錯的主意，我們可以組織一下。,不錯的主意，可以組織一下。,0
好啊，我來聯繫其他人。,好啊，我來聯繫其他人。,好啊，來聯繫其他人。,0
你今天工作順利嗎?,你今天工作順利嗎,今天工作順利嗎,0
還好，有點忙，但都完成了。,還好，有點忙，但都完成了。,還好，有點忙，但都完成了。,0
那就好，我今天也完成了一個大項目。,那就好，我今天也完成了一個大項目。,就好，今天也完成了一個大項目。,0
你晚上有什麼安排嗎?,你晚上有什麼安排嗎,晚上有安排嗎,0
打算和朋友去吃晚飯。,打算和朋友去吃晚飯。,打算和朋友去吃晚飯。,0
真不錯，去哪裡吃?,真不錯，去哪裡吃,真不錯，去哪裡吃,0
去市中心的新餐廳，聽說很棒。,去市中心的新餐廳，聽說很棒。,去市中心的新餐廳，聽說很棒。,0
你最近有學習什麼新技能嗎?,你最近有學習什麼新技能嗎,最近有學習新技能嗎,0
有啊，我在學習編程。,有啊，我在學習編程。,有啊，在學習編程。,0
真好，我也想學，哪個語言?,真好，我也想學，哪個語言,真好，也想學，個語言,0
Python，很有趣。,Python，很有趣。,Python，很有趣。,0
有沒有推薦的學習資源?,有沒有推薦的學習資源,有沒有推薦的學習資源,0
可以看看Coursera上的課程。,可以看看Coursera上的課程。,可以看看Coursera上的課程。,0
你週末會去健身房嗎?,你週末會去健身房嗎,週末會去健身房嗎,0
會的，我每週都去兩次。,會的，我每週都去兩次。,會的，每週都去兩次。,0
很健康啊，我也打算開始健身。,很健康啊，我也打算開始健身。,很健康啊，也打算開始健身。,0
一起去吧，有個伴會更有動力。,一起去吧，有個伴會更有動力。,一起去吧，有個伴會更有動力。,0
